unified_id,year,month,revenue
AIR24988387,2020,1,7149
AIR24989883,2023,12,10600
AIR24989883,2023,11,2600
AIR24989883,2023,10,0
AIR24989883,2023,9,1858
AIR24989883,2023,8,0
AIR24989883,2023,7,2632
AIR24989883,2023,6,1820
AIR24989883,2023,5,650
AIR24989883,2023,4,650
AIR24989883,2023,3,2747
AIR24989883,2023,2,6841
AIR24989883,2023,1,9994
AIR24989883,2022,12,14396
AIR24989883,2022,11,0
AIR24989883,2022,10,0
AIR24989883,2022,9,898
AIR24989883,2022,8,0
AIR24989883,2022,7,3392
AIR24989883,2022,6,1077
AIR24989883,2022,5,2098
AIR24989883,2022,4,0
AIR24989883,2022,3,2848
AIR24989883,2022,2,11142
AIR24989883,2022,1,14907
AIR24989883,2021,12,17224
AIR24989883,2021,11,7047
AIR24989883,2021,10,6809
AIR24989883,2021,9,22825
AIR24989883,2021,8,9529
AIR24989883,2021,7,9980
AIR24989883,2021,6,2481
AIR24989883,2021,5,1838
AIR24989883,2021,3,3206
AIR24989883,2021,2,5546
AIR24989883,2021,1,11338
AIR24989883,2020,12,9348
AIR24989883,2020,11,7219
AIR24989883,2020,10,3936
AIR24989883,2020,9,1391
AIR24989883,2020,8,1559
AIR24989883,2020,7,11233
AIR24989883,2020,6,3124
AIR24989883,2020,5,2093
AIR24989883,2020,4,381
AIR24989883,2020,3,2363
AIR24989883,2020,2,9088
AIR24989883,2020,1,14234
AIR24992301,2020,6,0
AIR24992301,2020,5,0
AIR24992301,2020,4,0
AIR24992301,2020,3,0
AIR24992301,2020,2,0
AIR24992301,2020,1,0
AIR25012493,2021,8,0
AIR25012493,2021,7,0
AIR25012493,2021,6,5394
AIR25012493,2021,5,0
AIR25012493,2021,4,0
AIR25012493,2021,3,0
AIR25012493,2021,2,0
AIR25012493,2021,1,1998
AIR25012493,2020,12,14629
AIR25012493,2020,11,4995
AIR25012493,2020,10,4603
AIR25012493,2020,9,18787
AIR25012493,2020,8,26431
AIR25012493,2020,7,24763
AIR25012493,2020,6,13469
AIR25012493,2020,5,13469
AIR25012493,2020,4,13713
AIR25012493,2020,3,14418
AIR25012493,2020,2,23590
AIR25012493,2020,1,21242
AIR25012943,2023,2,0
AIR25012943,2023,1,1674
AIR25012943,2022,12,1540
AIR25012943,2022,11,8610
AIR25012943,2022,10,9625
AIR25012943,2022,9,8610
AIR25012943,2022,8,8785
AIR25012943,2022,7,11470
AIR25012943,2022,6,8660
AIR25012943,2022,5,10145
AIR25012943,2022,4,8805
AIR25012943,2022,3,9860
AIR25012943,2022,2,10950
AIR25012943,2022,1,9540
AIR25012943,2021,12,11840
AIR25012943,2021,11,7965
AIR25012943,2021,10,6650
AIR25012943,2021,9,5250
AIR25012943,2021,8,5855
AIR25012943,2021,7,5860
AIR25012943,2021,6,4175
AIR25012943,2021,5,2030
AIR25012943,2021,4,2800
AIR25012943,2021,3,1920
AIR25012943,2021,2,4965
AIR25012943,2021,1,7679
AIR25012943,2020,12,9034
AIR25012943,2020,11,2210
AIR25012943,2020,10,1144
AIR25012943,2020,9,3278
AIR25012943,2020,8,3856
AIR25012943,2020,7,5095
AIR25012943,2020,6,1948
AIR25012943,2020,5,2524
AIR25012943,2020,4,0
AIR25012943,2020,3,4409
AIR25012943,2020,2,4574
AIR25012943,2020,1,6049
AIR25012960,2023,12,0
AIR25012960,2023,11,0
AIR25012960,2023,10,6782
AIR25012960,2023,9,0
AIR25012960,2023,8,0
AIR25012960,2023,7,0
AIR25012960,2023,6,0
AIR25012960,2023,5,16459
AIR25012960,2023,4,20478
AIR25012960,2023,3,14000
AIR25012960,2023,2,24500
AIR25012960,2023,1,5175
AIR25012960,2022,12,8025
AIR25012960,2022,11,0
AIR25012960,2022,10,0
AIR25012960,2022,9,0
AIR25012960,2022,8,6000
AIR25012960,2022,7,17500
AIR25012960,2022,6,15200
AIR25012960,2022,5,44500
AIR25012960,2022,4,45000
AIR25012960,2022,3,53500
AIR25012960,2022,2,28055
AIR25012960,2022,1,10000
AIR25012960,2021,12,55000
AIR25012960,2021,11,45000
AIR25012960,2021,10,0
AIR25012960,2021,9,0
AIR25012960,2021,8,0
AIR25012960,2021,7,40000
AIR25012960,2021,6,90000
AIR25012960,2021,5,84000
AIR25012960,2021,4,56000
AIR25012960,2021,3,99064
AIR25012960,2021,2,142100
AIR25012960,2021,1,151900
AIR25012960,2020,12,151925
AIR25012960,2020,11,77400
AIR25012960,2020,10,69908
AIR25012960,2020,9,79993
AIR25012960,2020,8,154987
AIR25012960,2020,7,117490
AIR25012960,2020,6,104991
AIR25012960,2020,5,125989
AIR25012960,2020,4,149987
AIR25012960,2020,3,155187
AIR25012960,2020,2,76693
AIR25026507,2023,12,4967
AIR25026507,2023,11,2402
AIR25026507,2023,10,1123
AIR25026507,2023,9,1208
AIR25026507,2023,8,2018
AIR25026507,2023,7,2716
AIR25026507,2023,6,1008
AIR25026507,2023,5,1140
AIR25026507,2023,4,1678
AIR25026507,2023,3,1667
AIR25026507,2023,2,2267
AIR25026507,2023,1,3451
AIR25026507,2022,12,4937
AIR25026507,2022,11,1450
AIR25026507,2022,10,1126
AIR25026507,2022,9,1513
AIR25026507,2022,8,2225
AIR25026507,2022,7,2899
AIR25026507,2022,6,1582
AIR25026507,2022,5,2718
AIR25026507,2022,4,5148
AIR25026507,2022,3,3171
AIR25026507,2022,2,5328
AIR25026507,2022,1,4600
AIR25026507,2021,12,5191
AIR25026507,2021,11,2791
AIR25026507,2021,10,2491
AIR25026507,2021,9,2637
AIR25026507,2021,8,3067
AIR25026507,2021,7,3508
AIR25026507,2021,6,0
AIR25026507,2021,3,674
AIR25026507,2021,2,2222
AIR25026507,2021,1,3711
AIR25026507,2020,12,4045
AIR25026507,2020,11,998
AIR25026507,2020,10,742
AIR25026507,2020,9,1362
AIR25026507,2020,8,2401
AIR25026507,2020,7,2018
AIR25026507,2020,6,579
AIR25026507,2020,5,0
AIR25026507,2020,2,0
AIR25026507,2020,1,714
AIR25047822,2023,4,12769
AIR25047822,2023,3,13122
AIR25047822,2023,2,10056
AIR25047822,2023,1,12609
AIR25047822,2022,12,15450
AIR25047822,2022,11,10573
AIR25047822,2022,10,10900
AIR25047822,2022,9,12490
AIR25047822,2022,8,14790
AIR25047822,2022,7,14990
AIR25047822,2022,6,12976
AIR25047822,2022,5,7694
AIR25047822,2022,4,2392
AIR25047822,2022,3,3200
AIR25047822,2022,2,8311
AIR25047822,2022,1,7854
AIR25047822,2021,12,8697
AIR25047822,2021,11,5075
AIR25047822,2021,10,330
AIR25047822,2021,9,0
AIR25047822,2021,8,0
AIR25047822,2021,7,1580
AIR25047822,2021,6,2326
AIR25047822,2021,5,1755
AIR25047822,2021,4,0
AIR25047822,2021,3,0
AIR25047822,2021,2,4064
AIR25047822,2021,1,5064
AIR25047822,2020,12,4499
AIR25047822,2020,11,1275
AIR25047822,2020,10,1319
AIR25047822,2020,9,0
AIR25047822,2020,8,1622
AIR25047822,2020,7,2145
AIR25047822,2020,6,329
AIR25047822,2020,5,424
AIR25047822,2020,4,0
AIR25047822,2020,3,1799
AIR25047822,2020,2,3599
AIR25047822,2020,1,4999
AIR25050105,2022,9,0
AIR25050105,2022,8,0
AIR25050105,2022,7,0
AIR25050105,2022,6,0
AIR25050105,2022,5,0
AIR25050105,2022,4,0
AIR25050105,2022,3,0
AIR25050105,2022,2,0
AIR25050105,2022,1,1364
AIR25050105,2021,12,28352
AIR25050105,2021,11,17820
AIR25050105,2021,10,16979
AIR25050105,2021,9,18497
AIR25050105,2021,8,15818
AIR25050105,2021,7,14284
AIR25050105,2021,6,0
AIR25050105,2021,5,0
AIR25050105,2021,3,2936
AIR25050105,2021,2,14391
AIR25050105,2021,1,12387
AIR25050105,2020,12,14232
AIR25050105,2020,11,6331
AIR25050105,2020,10,3052
AIR25050105,2020,9,3263
AIR25050105,2020,8,7889
AIR25050105,2020,7,9540
AIR25050105,2020,6,6141
AIR25050105,2020,5,7859
AIR25050105,2020,4,3846
AIR25050105,2020,3,9871
AIR25050105,2020,2,12256
AIR25050105,2020,1,10450
AIR25052658,2020,2,7849
AIR25052658,2020,1,8674
AIR2510074,2023,12,7437
AIR2510074,2023,11,2280
AIR2510074,2023,10,2740
AIR2510074,2023,9,948
AIR2510074,2023,8,512
AIR2510074,2023,7,2430
AIR2510074,2023,6,2798
AIR2510074,2023,5,580
AIR2510074,2023,4,0
AIR2510074,2023,3,200
AIR2510074,2023,2,4392
AIR2510074,2023,1,5788
AIR2510074,2022,12,7828
AIR2510074,2022,11,1916
AIR2510074,2022,10,3215
AIR2510074,2022,9,3210
AIR2510074,2022,8,2553
AIR2510074,2022,7,3775
AIR2510074,2022,6,2191
AIR2510074,2022,5,2893
AIR2510074,2022,4,2648
AIR2510074,2022,3,2800
AIR2510074,2022,2,4440
AIR2510074,2022,1,6325
AIR2510074,2021,12,6520
AIR2510074,2021,11,4925
AIR2510074,2021,10,3455
AIR2510074,2021,9,4610
AIR2510074,2021,8,4444
AIR2510074,2021,7,4117
AIR2510074,2021,6,240
AIR2510074,2021,5,240
AIR2510074,2021,3,755
AIR2510074,2021,2,1857
AIR2510074,2021,1,2801
AIR2510074,2020,12,3663
AIR2510074,2020,11,1500
AIR2510074,2020,10,719
AIR2510074,2020,9,777
AIR2510074,2020,8,1247
AIR2510074,2020,7,939
AIR2510074,2020,6,0
AIR2510074,2020,5,634
AIR2510074,2020,4,279
AIR2510074,2020,3,1744
AIR2510074,2020,2,2709
AIR2510074,2020,1,2887
AIR25129987,2020,11,0
AIR25129987,2020,10,0
AIR25129987,2020,9,0
AIR25129987,2020,8,0
AIR25129987,2020,7,0
AIR25129987,2020,6,0
AIR25129987,2020,5,0
AIR25129987,2020,4,0
AIR25129987,2020,3,0
AIR25129987,2020,2,5399
AIR25129987,2020,1,2699
AIR25130869,2023,12,7298
AIR25130869,2023,11,2468
AIR25130869,2023,10,0
AIR25130869,2023,9,1204
AIR25130869,2023,8,2357
AIR25130869,2023,7,2089
AIR25130869,2023,6,5280
AIR25130869,2023,5,4180
AIR25130869,2023,4,660
AIR25130869,2023,3,1580
AIR25130869,2023,2,5491
AIR25130869,2023,1,7202
AIR25130869,2022,12,9253
AIR25130869,2022,11,2929
AIR25130869,2022,10,907
AIR25130869,2022,9,3489
AIR25130869,2022,8,4089
AIR25130869,2022,7,4936
AIR25130869,2022,6,3460
AIR25130869,2022,5,1810
AIR25130869,2022,4,3450
AIR25130869,2022,3,6850
AIR25130869,2022,2,5700
AIR25130869,2022,1,9150
AIR25130869,2021,12,8200
AIR25130869,2021,11,5856
AIR25130869,2021,10,4505
AIR25130869,2021,9,4550
AIR25130869,2021,8,6242
AIR25130869,2021,6,3270
AIR25130869,2021,5,1088
AIR25130869,2021,4,0
AIR25130869,2021,3,700
AIR25130869,2021,2,3253
AIR25130869,2021,1,4329
AIR25130869,2020,12,3199
AIR25130869,2020,11,2031
AIR25130869,2020,10,1184
AIR25130869,2020,9,337
AIR25130869,2020,8,0
AIR25135284,2022,2,0
AIR25135284,2022,1,0
AIR25135284,2021,12,0
AIR25135284,2021,11,0
AIR25135284,2021,10,0
AIR25135284,2021,9,0
AIR25135284,2021,8,0
AIR25135284,2021,7,0
AIR25135284,2021,6,0
AIR25135284,2021,5,0
AIR25135284,2021,4,0
AIR25135284,2021,3,0
AIR25135284,2021,2,1162
AIR25135284,2021,1,9935
AIR25135284,2020,12,4626
AIR25135284,2020,11,0
AIR25135284,2020,10,625
AIR25135284,2020,9,1208
AIR25135284,2020,8,0
AIR25135284,2020,7,0
AIR25135284,2020,6,0
AIR25135284,2020,5,0
AIR25135284,2020,4,1609
AIR25135284,2020,3,2933
AIR25135284,2020,2,3875
AIR25135284,2020,1,5052
AIR2514507,2021,9,1485
AIR2514507,2021,8,885
AIR2514507,2021,3,0
AIR2514507,2021,2,3880
AIR2514507,2021,1,1995
AIR2514507,2020,12,9175
AIR2514507,2020,11,1915
AIR2514507,2020,10,0
AIR2514507,2020,9,5022
AIR2514507,2020,8,10953
AIR2514507,2020,7,2244
AIR2514507,2020,6,0
AIR2514507,2020,5,449
AIR2514507,2020,1,2769
AIR25171120,2021,2,2499
AIR25171120,2021,1,3945
AIR25171120,2020,12,4569
AIR25171120,2020,11,1574
AIR25171120,2020,10,1575
AIR25171120,2020,9,5548
AIR25171120,2020,8,4077
AIR25171120,2020,7,2194
AIR25171120,2020,6,1273
AIR25171120,2020,5,5822
AIR25171120,2020,4,1314
AIR25171120,2020,3,2239
AIR25171120,2020,2,4005
AIR25171120,2020,1,4779
AIR25172780,2020,8,0
AIR25172780,2020,7,0
AIR25172780,2020,6,0
AIR25172780,2020,5,0
AIR25172780,2020,4,0
AIR25172780,2020,3,0
AIR25172780,2020,2,0
AIR25172780,2020,1,0
AIR25172781,2020,8,0
AIR25172781,2020,7,0
AIR25172781,2020,6,705
AIR25172781,2020,5,0
AIR25172781,2020,4,0
AIR25172781,2020,3,0
AIR25172781,2020,2,0
AIR25172781,2020,1,0
AIR25172782,2020,8,0
AIR25172782,2020,7,2220
AIR25172782,2020,6,151
AIR25172782,2020,5,0
AIR25172782,2020,4,0
AIR25172782,2020,3,0
AIR25172782,2020,2,0
AIR25172782,2020,1,0
AIR25172799,2020,8,0
AIR25172799,2020,7,0
AIR25172799,2020,6,0
AIR25172799,2020,5,0
AIR25172799,2020,4,0
AIR25172799,2020,3,0
AIR25172799,2020,2,0
AIR25172799,2020,1,0
AIR25172800,2020,8,0
AIR25172800,2020,7,0
AIR25172800,2020,6,0
AIR25172800,2020,5,0
AIR25172800,2020,4,0
AIR25172800,2020,3,0
AIR25172800,2020,2,0
AIR25172800,2020,1,1154
AIR25172804,2020,8,0
AIR25172804,2020,7,0
AIR25172804,2020,6,0
AIR25172804,2020,5,0
AIR25172804,2020,4,0
AIR25172804,2020,3,0
AIR25172804,2020,2,0
AIR25172804,2020,1,0
AIR25172806,2021,1,37361
AIR25172806,2020,12,51555
AIR25172806,2020,11,31066
AIR25172806,2020,10,19287
AIR25172806,2020,9,16784
AIR25172806,2020,8,21588
AIR25172806,2020,7,21824
AIR25172806,2020,6,20372
AIR25172806,2020,5,14746
AIR25172806,2020,4,878
AIR25172806,2020,3,2325
AIR25172806,2020,2,9935
AIR25172806,2020,1,0
AIR25172809,2023,7,0
AIR25172809,2023,6,0
AIR25172809,2023,5,0
AIR25172809,2023,4,0
AIR25172809,2023,3,0
AIR25172809,2023,2,0
AIR25172809,2023,1,19050
AIR25172809,2022,12,24314
AIR25172809,2022,11,14634
AIR25172809,2022,10,12558
AIR25172809,2022,9,12634
AIR25172809,2022,8,11393
AIR25172809,2022,7,10993
AIR25172809,2022,6,2639
AIR25172809,2022,5,2021
AIR25172809,2022,4,0
AIR25172809,2022,3,2274
AIR25172809,2022,2,12654
AIR25172809,2022,1,13752
AIR25172809,2021,12,4764
AIR25172809,2021,11,6221
AIR25172809,2021,10,3431
AIR25172809,2021,9,6487
AIR25172809,2021,8,6378
AIR25172809,2021,7,6464
AIR25172809,2021,6,0
AIR25172809,2021,5,0
AIR25172809,2021,4,0
AIR25172809,2021,3,706
AIR25172809,2021,2,3826
AIR25172809,2021,1,4551
AIR25172809,2020,12,6432
AIR25172809,2020,11,4877
AIR25172809,2020,10,4972
AIR25172809,2020,9,901
AIR25172809,2020,8,434
AIR25172809,2020,7,1102
AIR25172809,2020,6,477
AIR25172809,2020,5,146
AIR25172809,2020,4,64
AIR25172809,2020,3,2114
AIR25172809,2020,2,3099
AIR25172809,2020,1,1971
AIR25172811,2020,8,1364
AIR25172811,2020,7,13849
AIR25172811,2020,6,10588
AIR25172811,2020,5,1691
AIR25172811,2020,4,0
AIR25172811,2020,3,0
AIR25172811,2020,2,0
AIR25172811,2020,1,0
AIR25172812,2020,8,0
AIR25172812,2020,7,0
AIR25172812,2020,6,0
AIR25172812,2020,5,0
AIR25172812,2020,4,0
AIR25172812,2020,3,0
AIR25172812,2020,2,0
AIR25172812,2020,1,0
AIR25172816,2020,8,0
AIR25172816,2020,7,0
AIR25172816,2020,6,0
AIR25172816,2020,5,0
AIR25172816,2020,4,0
AIR25172816,2020,3,0
AIR25172816,2020,2,0
AIR25172816,2020,1,0
AIR25172820,2020,8,0
AIR25172820,2020,7,0
AIR25172820,2020,6,0
AIR25172820,2020,5,0
AIR25172820,2020,4,0
AIR25172820,2020,3,0
AIR25172820,2020,2,0
AIR25172820,2020,1,0
AIR25172825,2023,12,9619
AIR25172825,2023,11,6966
AIR25172825,2023,10,5467
AIR25172825,2023,9,2399
AIR25172825,2023,8,2381
AIR25172825,2023,7,3517
AIR25172825,2023,6,1554
AIR25172825,2023,5,3974
AIR25172825,2023,4,2988
AIR25172825,2023,3,371
AIR25172825,2023,2,7537
AIR25172825,2023,1,10638
AIR25172825,2022,12,11794
AIR25172825,2022,11,2978
AIR25172825,2022,10,5029
AIR25172825,2022,9,6416
AIR25172825,2022,8,3082
AIR25172825,2022,7,9191
AIR25172825,2022,6,3480
AIR25172825,2022,5,3510
AIR25172825,2022,4,3336
AIR25172825,2022,3,6720
AIR25172825,2022,2,17463
AIR25172825,2022,1,15594
AIR25172825,2021,12,7829
AIR25172825,2021,11,8976
AIR25172825,2021,10,7016
AIR25172825,2021,9,5074
AIR25172825,2021,8,12549
AIR25172825,2021,7,13774
AIR25172825,2021,6,0
AIR25172825,2021,5,0
AIR25172825,2021,4,669
AIR25172825,2021,3,468
AIR25172825,2021,2,5837
AIR25172825,2021,1,5353
AIR25172825,2020,12,8648
AIR25172825,2020,11,2958
AIR25172825,2020,10,2115
AIR25172825,2020,9,857
AIR25172825,2020,8,1754
AIR25172825,2020,7,3118
AIR25172825,2020,6,1218
AIR25172825,2020,5,639
AIR25172825,2020,4,454
AIR25172825,2020,3,3014
AIR25172825,2020,2,4030
AIR25172825,2020,1,4947
AIR25172827,2020,8,0
AIR25172827,2020,7,0
AIR25172827,2020,6,0
AIR25172827,2020,5,0
AIR25172827,2020,4,0
AIR25172827,2020,3,0
AIR25172827,2020,2,0
AIR25172827,2020,1,0
AIR25172828,2020,8,0
AIR25172828,2020,7,0
AIR25172828,2020,6,0
AIR25172828,2020,5,0
AIR25172828,2020,4,0
AIR25172828,2020,3,0
AIR25172828,2020,2,0
AIR25172828,2020,1,0
AIR25172830,2020,8,0
AIR25172830,2020,7,0
AIR25172830,2020,6,0
AIR25172830,2020,5,0
AIR25172830,2020,4,0
AIR25172830,2020,3,0
AIR25172830,2020,2,0
AIR25172830,2020,1,0
AIR25172832,2023,6,1342
AIR25172832,2023,5,17553
AIR25172832,2023,4,16210
AIR25172832,2023,3,22985
AIR25172832,2023,2,23824
AIR25172832,2023,1,26158
AIR25172832,2022,12,32428
AIR25172832,2022,11,19514
AIR25172832,2022,10,16741
AIR25172832,2022,9,17214
AIR25172832,2022,8,20381
AIR25172832,2022,7,18614
AIR25172832,2022,6,9487
AIR25172832,2022,5,2358
AIR25172832,2022,4,0
AIR25172832,2022,3,8746
AIR25172832,2022,2,14480
AIR25172832,2022,1,22890
AIR25172832,2021,12,16580
AIR25172832,2021,11,8466
AIR25172832,2021,10,6045
AIR25172832,2021,9,3353
AIR25172832,2021,8,10031
AIR25172832,2021,7,8595
AIR25172832,2021,6,0
AIR25172832,2021,4,0
AIR25172832,2021,3,350
AIR25172832,2021,2,4873
AIR25172832,2021,1,6596
AIR25172832,2020,12,8206
AIR25172832,2020,11,1397
AIR25172832,2020,10,1079
AIR25172832,2020,9,174
AIR25172832,2020,8,149
AIR25172832,2020,7,899
AIR25172832,2020,6,0
AIR25172832,2020,5,142
AIR25172832,2020,4,89
AIR25172832,2020,3,1836
AIR25172832,2020,2,4141
AIR25172832,2020,1,3686
AIR25172834,2020,8,0
AIR25172834,2020,7,0
AIR25172834,2020,6,0
AIR25172834,2020,5,0
AIR25172834,2020,4,0
AIR25172834,2020,3,0
AIR25172834,2020,2,0
AIR25172834,2020,1,0
AIR25172837,2020,8,0
AIR25172837,2020,7,0
AIR25172837,2020,6,0
AIR25172837,2020,5,0
AIR25172837,2020,4,0
AIR25172837,2020,3,0
AIR25172837,2020,2,0
AIR25172837,2020,1,0
AIR25172840,2020,8,0
AIR25172840,2020,7,0
AIR25172840,2020,6,0
AIR25172840,2020,5,0
AIR25172840,2020,4,0
AIR25172840,2020,3,0
AIR25172840,2020,2,0
AIR25172840,2020,1,0
AIR25172847,2023,1,0
AIR25172847,2022,12,0
AIR25172847,2022,11,0
AIR25172847,2022,10,0
AIR25172847,2022,9,0
AIR25172847,2022,8,0
AIR25172847,2022,7,0
AIR25172847,2022,6,0
AIR25172847,2022,5,0
AIR25172847,2022,4,0
AIR25172847,2022,3,36083
AIR25172847,2022,2,37066
AIR25172847,2022,1,41859
AIR25172847,2021,12,39771
AIR25172847,2021,11,18051
AIR25172847,2021,3,0
AIR25172847,2021,2,7230
AIR25172847,2021,1,10146
AIR25172847,2020,12,13410
AIR25172847,2020,11,2987
AIR25172847,2020,10,2148
AIR25172847,2020,9,1867
AIR25172847,2020,8,13613
AIR25172847,2020,7,13171
AIR25172847,2020,6,7131
AIR25172847,2020,5,1431
AIR25172847,2020,4,0
AIR25172847,2020,3,6577
AIR25172847,2020,2,6674
AIR25172847,2020,1,7552
AIR25172848,2023,12,0
AIR25172848,2023,11,0
AIR25172848,2023,10,0
AIR25172848,2023,9,0
AIR25172848,2023,8,0
AIR25172848,2023,7,0
AIR25172848,2023,6,0
AIR25172848,2023,5,0
AIR25172848,2023,4,8320
AIR25172848,2023,3,12225
AIR25172848,2023,2,14666
AIR25172848,2023,1,15968
AIR25172848,2022,12,18166
AIR25172848,2022,11,6325
AIR25172848,2022,10,0
AIR25172848,2022,9,1812
AIR25172848,2022,8,9456
AIR25172848,2022,7,3362
AIR25172848,2022,6,2323
AIR25172848,2022,5,4472
AIR25172848,2022,4,4394
AIR25172848,2022,3,6470
AIR25172848,2022,2,21677
AIR25172848,2022,1,27572
AIR25172848,2021,12,14189
AIR25172848,2021,11,11155
AIR25172848,2021,10,10670
AIR25172848,2021,9,15936
AIR25172848,2021,8,15145
AIR25172848,2021,7,15244
AIR25172848,2021,6,0
AIR25172848,2021,5,770
AIR25172848,2021,4,0
AIR25172848,2021,3,2202
AIR25172848,2021,2,7827
AIR25172848,2021,1,9202
AIR25172848,2020,12,13997
AIR25172848,2020,11,1648
AIR25172848,2020,10,1143
AIR25172848,2020,9,326
AIR25172848,2020,8,1317
AIR25172848,2020,7,941
AIR25172848,2020,6,1399
AIR25172848,2020,5,201
AIR25172848,2020,4,979
AIR25172848,2020,3,2222
AIR25172848,2020,2,5339
AIR25172848,2020,1,4693
AIR25183981,2023,12,831
AIR25183981,2023,11,8310
AIR25183981,2023,10,8587
AIR25183981,2023,9,8264
AIR25183981,2023,8,8242
AIR25183981,2023,7,8106
AIR25183981,2023,6,7498
AIR25183981,2023,5,7974
AIR25183981,2023,4,12006
AIR25183981,2023,3,13451
AIR25183981,2023,2,12667
AIR25183981,2023,1,14561
AIR25183981,2022,12,14219
AIR25183981,2022,11,1295
AIR25183981,2022,10,554
AIR25183981,2022,9,734
AIR25183981,2022,8,814
AIR25183981,2022,7,2812
AIR25183981,2022,6,0
AIR25183981,2022,5,1083
AIR25183981,2022,4,0
AIR25183981,2022,3,4502
AIR25183981,2022,2,0
AIR25183981,2022,1,0
AIR25183981,2021,12,1900
AIR25183981,2021,11,4584
AIR25183981,2021,10,2770
AIR25183981,2021,9,2410
AIR25183981,2021,8,7232
AIR25183981,2021,7,5130
AIR25183981,2021,6,0
AIR25183981,2021,5,0
AIR25183981,2021,4,0
AIR25183981,2021,3,0
AIR25183981,2021,2,2105
AIR25183981,2021,1,4202
AIR25183981,2020,12,6193
AIR25183981,2020,11,894
AIR25183981,2020,10,0
AIR25183981,2020,9,283
AIR25183981,2020,8,370
AIR25183981,2020,7,1384
AIR25183981,2020,6,0
AIR25183981,2020,5,106
AIR25183981,2020,4,0
AIR25183981,2020,3,214
AIR25183981,2020,2,3680
AIR25183981,2020,1,4364
AIR25201967,2023,12,3925
AIR25201967,2023,11,4068
AIR25201967,2023,10,4163
AIR25201967,2023,9,1484
AIR25201967,2023,8,569
AIR25201967,2023,7,3483
AIR25201967,2023,6,1028
AIR25201967,2023,5,3336
AIR25201967,2023,4,7859
AIR25201967,2023,3,7354
AIR25201967,2023,2,6099
AIR25201967,2023,1,6603
AIR25201967,2022,12,5980
AIR25201967,2022,11,6554
AIR25201967,2022,10,4453
AIR25201967,2022,9,4214
AIR25201967,2022,8,4268
AIR25201967,2022,7,3609
AIR25201967,2022,6,5544
AIR25201967,2022,5,6183
AIR25201967,2022,4,8715
AIR25201967,2022,3,8245
AIR25201967,2022,2,6255
AIR25201967,2022,1,7668
AIR25201967,2021,12,7123
AIR25201967,2021,11,7089
AIR25201967,2021,10,7096
AIR25201967,2021,9,5402
AIR25201967,2021,8,5976
AIR25201967,2021,7,5744
AIR25201967,2021,6,5415
AIR25201967,2021,5,2455
AIR25201967,2021,3,4455
AIR25201967,2021,2,4950
AIR25201967,2021,1,3255
AIR25201967,2020,12,4052
AIR25201967,2020,11,4259
AIR25201967,2020,10,3739
AIR25201967,2020,9,1903
AIR25201967,2020,8,3494
AIR25201967,2020,7,3075
AIR25201967,2020,6,1801
AIR25201967,2020,5,3376
AIR25201967,2020,4,3520
AIR25201967,2020,3,4136
AIR25201967,2020,2,2901
AIR25201967,2020,1,1015
AIR25224076,2021,4,205
AIR25224076,2021,2,5415
AIR25224076,2021,1,6014
AIR25224076,2020,12,4849
AIR25224076,2020,11,4783
AIR25224076,2020,10,3454
AIR25224076,2020,9,2174
AIR25224076,2020,8,2200
AIR25224076,2020,7,1974
AIR25224076,2020,6,3615
AIR25224076,2020,5,3674
AIR25224076,2020,4,6224
AIR25224076,2020,3,6654
AIR25224076,2020,2,3234
AIR25224076,2020,1,4804
AIR25254189,2021,3,894
AIR25254189,2021,2,5367
AIR25254189,2021,1,8228
AIR25254189,2020,12,8725
AIR25254189,2020,11,6249
AIR25254189,2020,10,5864
AIR25254189,2020,9,5849
AIR25254189,2020,8,584
AIR25254189,2020,7,2562
AIR25254189,2020,6,0
AIR25254189,2020,5,0
AIR25254189,2020,4,1374
AIR25254189,2020,3,1799
AIR25254189,2020,2,3040
AIR25254189,2020,1,5390
AIR2525902,2023,12,14725
AIR2525902,2023,11,4215
AIR2525902,2023,10,4632
AIR2525902,2023,9,1362
AIR2525902,2023,8,2964
AIR2525902,2023,7,7929
AIR2525902,2023,6,3739
AIR2525902,2023,5,1513
AIR2525902,2023,4,2153
AIR2525902,2023,3,7595
AIR2525902,2023,2,7192
AIR2525902,2023,1,11987
AIR2525902,2022,12,10145
AIR2525902,2022,11,4349
AIR2525902,2022,10,2821
AIR2525902,2022,9,2588
AIR2525902,2022,8,3748
AIR2525902,2022,7,4628
AIR2525902,2022,6,1943
AIR2525902,2022,5,2198
AIR2525902,2022,4,6096
AIR2525902,2022,3,9979
AIR2525902,2022,2,16980
AIR2525902,2022,1,12805
AIR2525902,2021,12,11795
AIR2525902,2021,11,12321
AIR2525902,2021,10,8855
AIR2525902,2021,9,4919
AIR2525902,2021,8,8036
AIR2525902,2021,7,7690
AIR2525902,2021,6,225
AIR2525902,2021,5,0
AIR2525902,2021,4,1057
AIR2525902,2021,3,0
AIR2525902,2021,2,11310
AIR2525902,2021,1,14200
AIR2525902,2020,12,14226
AIR2525902,2020,11,7228
AIR2525902,2020,10,2464
AIR2525902,2020,9,2252
AIR2525902,2020,8,6811
AIR2525902,2020,7,8726
AIR2525902,2020,6,6154
AIR2525902,2020,5,6489
AIR2525902,2020,4,7116
AIR2525902,2020,3,12788
AIR2525902,2020,2,12803
AIR2525902,2020,1,13993
AIR25263812,2023,12,7875
